"plot";"subplot";"Plant";"indv";"seeds";"fruits";"x_coor2";"y_coor2";"seed.indv";"Bee";"Beetle";"Butterfly";"Fly";"<NA>";"distance";"n_neighbors";"n_neighbors_total";"distance_total";"n_neighbors_inter";"n_neighbors_intra"
3;"D5";"BEMA";3;4;50;"83";"60,5";200;0;0;0;0;0;"e";129;129;"e";129;3
3;"D5";"CETE";1;111;9;"83";"60,5";999;0;0;0;0;0;"e";132;132;"e";132;0
3;"E2";"LEMA";9;58;2;"84,5";"56";116;1;5;0;1;0;"e";217;217;"e";217;9
3;"E2";"PUPA";6;40;20,5;"84,5";"56";820;0;0;1;1;0;"e";220;220;"e";220;6
3;"E3";"LEMA";26;46;16;"84,5";"57,5";736;0;2;0;1;0;"e";155;155;"e";155;26
3;"E3";"BEMA";1;4;10;"84,5";"57,5";40;0;0;0;0;0;"e";180;180;"e";180;1
3;"E3";"CETE";5;111;8;"84,5";"57,5";888;0;0;0;0;0;"e";176;176;"e";176;5
3;"E3";"SOAS";1;55;3;"84,5";"57,5";165;0;0;0;0;0;"e";180;180;"e";180;1
3;"E4";"LEMA";37;58;9;"84,5";"59";522;0;3;0;0;0;"e";152;152;"e";152;37
3;"E4";"BEMA";2;4;86;"84,5";"59";344;0;0;0;0;0;"e";187;187;"e";187;2
3;"E4";"CETE";7;111;10;"84,5";"59";1110;0;0;0;0;0;"e";182;182;"e";182;7
3;"E4";"PUPA";3;23;6;"84,5";"59";138;0;0;0;0;0;"e";186;186;"e";186;3
3;"E5";"LEMA";53;67,5;6;"84,5";"60,5";405;0;2;0;0;0;"e";133;133;"e";133;53
3;"E5";"BEMA";2;4;120;"84,5";"60,5";480;0;0;0;0;0;"e";184;184;"e";184;2
3;"E5";"CETE";6;111;4;"84,5";"60,5";444;0;0;0;0;0;"e";180;180;"e";180;6
3;"E5";"PUPA";4;23;22;"84,5";"60,5";506;0;0;0;0;0;"e";182;182;"e";182;4
5;"B2";"BEMA";8;4;60;"124";"154";240;0;0;0;0;0;"e";65;65;"e";65;8
5;"B2";"CHFU";1;32;1;"124";"154";32;0;0;0;0;0;"e";73;73;"e";73;0
5;"B2";"LEMA";8;58;2;"124";"154";116;0;0;0;0;0;"e";65;65;"e";65;8
5;"B3";"BEMA";4;4;11;"124";"155,5";44;0;0;0;0;0;"e";60;60;"e";60;4
5;"B3";"LEMA";7;58;1;"124";"155,5";58;0;0;0;0;0;"e";57;57;"e";57;7
5;"B3";"PUPA";1;23;5;"124";"155,5";115;0;0;0;0;0;"e";64;64;"e";64;0
5;"B4";"LEMA";12;58;2;"124";"157";116;0;1;0;0;0;"e";45;45;"e";45;12
5;"B4";"BEMA";3;4;20;"124";"157";80;0;0;0;0;0;"e";54;54;"e";54;3
5;"B4";"CETE";1;111;7;"124";"157";777;0;0;0;0;0;"e";57;57;"e";57;0
5;"B4";"PUPA";1;23;4;"124";"157";92;0;0;0;0;0;"e";57;57;"e";57;0
5;"B5";"LEMA";3;58;1;"124";"158,5";58;0;3;0;1;0;"e";69;69;"e";69;3
5;"B5";"BEMA";2;4;14;"124";"158,5";56;0;0;0;0;0;"e";70;70;"e";70;2
5;"C2";"LEMA";9;51;1;"125,5";"154";51;0;1;0;0;0;"e";71;71;"e";71;9
5;"C2";"BEMA";6;4;10;"125,5";"154";40;0;0;0;0;0;"e";74;74;"e";74;6
5;"C3";"BEMA";10;4;17;"125,5";"155,5";68;0;0;0;0;0;"e";63;63;"e";63;10
5;"C3";"LEMA";10;58;1;"125,5";"155,5";58;0;0;0;0;0;"e";63;63;"e";63;10
5;"C3";"PUPA";1;23;6;"125,5";"155,5";138;0;0;0;0;0;"e";73;73;"e";73;0
5;"C4";"LEMA";8;39;4;"125,5";"157";156;0;3;0;0;0;"e";59;59;"e";59;8
5;"C4";"CHFU";1;32;6;"125,5";"157";192;0;0;0;0;0;"e";67;67;"e";67;0
5;"C5";"LEMA";6;13;4;"125,5";"158,5";52;0;0;0;1;0;"e";48;48;"e";48;6
5;"C5";"BEMA";7;4;5;"125,5";"158,5";20;0;0;0;0;0;"e";47;47;"e";47;7
5;"C5";"CETE";1;111;4,5;"125,5";"158,5";499,5;0;0;0;0;0;"e";54;54;"e";54;0
5;"C5";"CHFU";1;32;3;"125,5";"158,5";96;0;0;0;0;0;"e";54;54;"e";54;0
5;"D2";"LEMA";7;58;1;"127";"154";58;2;4;0;0;0;"e";59;59;"e";59;7
5;"D2";"BEMA";3;4;4;"127";"154";16;0;0;0;0;0;"e";63;63;"e";63;3
5;"D2";"CETE";1;111;7;"127";"154";777;0;0;0;0;0;"e";66;66;"e";66;0
5;"D3";"BEMA";2;4;11;"127";"155,5";44;0;0;0;0;0;"e";75;75;"e";75;2
5;"D3";"LEMA";5;58;1;"127";"155,5";58;0;0;0;0;0;"e";72;72;"e";72;5
5;"D4";"BEMA";8;4;16;"127";"157";64;0;0;0;0;0;"e";55;55;"e";55;8
5;"D4";"LEMA";5;58;1;"127";"157";58;0;0;0;0;0;"e";58;58;"e";58;5
5;"D5";"LEMA";9;58;1;"127";"158,5";58;0;2;0;0;0;"e";30;30;"e";30;9
5;"E2";"BEMA";6;4;7;"128,5";"154";28;0;0;0;0;0;"e";46;46;"e";46;6
5;"E2";"LEMA";6;58;1;"128,5";"154";58;0;0;0;0;0;"e";46;46;"e";46;6
5;"E3";"BEMA";6;4;26;"128,5";"155,5";104;0;0;0;0;0;"e";83;83;"e";83;6
5;"E3";"CETE";1;111;4;"128,5";"155,5";444;0;0;0;0;0;"e";89;89;"e";89;0
5;"E3";"LEMA";13;58;1;"128,5";"155,5";58;0;0;0;0;0;"e";76;76;"e";76;13
5;"E4";"BEMA";6;4;28;"128,5";"157";112;0;0;0;0;0;"e";102;102;"e";102;6
5;"E4";"CETE";1;111;4;"128,5";"157";444;0;0;0;0;0;"e";108;108;"e";108;0
5;"E4";"LEMA";12;58;1;"128,5";"157";58;0;0;0;0;0;"e";96;96;"e";96;12
5;"E4";"PUPA";1;23;3;"128,5";"157";69;0;0;0;0;0;"e";108;108;"e";108;0
5;"E5";"BEMA";1;4;7;"128,5";"158,5";28;0;0;0;0;0;"e";70;70;"e";70;0
5;"E5";"LEMA";10;58;8;"128,5";"158,5";464;0;0;0;0;0;"e";60;60;"e";60;10
6;"B5";"PUPA";1;23;19;"144";"160,5";437;0;0;0;0;0;"e";74;74;"e";74;0
6;"C3";"PUPA";1;23;8;"145,5";"157,5";184;0;0;0;0;0;"e";113;113;"e";113;1
7;"B2";"LEMA";28;58;6;"235";"289";348;2;3;0;0;0;"e";112;112;"e";112;28
7;"B2";"BEMA";2;4;67;"235";"289";268;0;0;0;0;0;"e";138;138;"e";138;2
7;"B2";"CETE";1;111;2;"235";"289";222;0;0;0;0;0;"e";140;140;"e";140;0
7;"B2";"CHFU";1;32;4;"235";"289";128;0;0;0;0;0;"e";140;140;"e";140;0
7;"B2";"PUPA";1;23;6;"235";"289";138;0;0;0;0;0;"e";139;139;"e";139;1
7;"B2";"SCLA";12;31;1;"235";"289";31;0;0;0;0;0;"e";128;128;"e";128;12
7;"B3";"LEMA";20;58;5;"235";"290,5";290;10;1;0;0;0;"e";175;175;"e";175;20
7;"B3";"BEMA";5;4;80;"235";"290,5";320;0;0;0;0;0;"e";190;190;"e";190;5
7;"B3";"CETE";3;111;16;"235";"290,5";1776;0;0;0;0;0;"e";192;192;"e";192;3
7;"B3";"PUPA";22;23;10;"235";"290,5";230;0;0;0;0;0;"e";173;173;"e";173;22
7;"B3";"SCLA";3;31;1;"235";"290,5";31;0;0;0;0;0;"e";192;192;"e";192;3
7;"B3";"SOAS";1;55;3;"235";"290,5";165;0;0;0;0;0;"e";195;195;"e";195;0
7;"B3";"SPRU";88;24;40;"235";"290,5";960;0;0;0;0;0;"e";107;107;"e";107;88
7;"B4";"LEMA";42;73;7;"235";"292";511;3;2;0;0;0;"e";250;250;"e";250;42
7;"B4";"BEMA";12;4;30;"235";"292";120;0;0;0;0;0;"e";280;280;"e";280;12
7;"B4";"CETE";39;111;10;"235";"292";1110;0;0;0;0;0;"e";253;253;"e";253;39
7;"B4";"CHFU";20;32;1;"235";"292";32;0;0;0;0;0;"e";272;272;"e";272;20
7;"B4";"MESU";14;1;3;"235";"292";3;0;0;0;0;0;"e";278;278;"e";278;14
7;"B4";"PUPA";1;23;4;"235";"292";92;0;0;0;0;0;"e";292;292;"e";292;0
7;"B4";"SCLA";3;31;1;"235";"292";31;0;0;0;0;0;"e";289;289;"e";289;3
7;"B4";"SPRU";4;24;30;"235";"292";720;0;0;0;0;0;"e";288;288;"e";288;4
7;"B5";"LEMA";7;13;3;"235";"293,5";39;10;3;0;0;0;"e";326;326;"e";326;7
7;"B5";"BEMA";8;4;45;"235";"293,5";180;0;0;0;0;0;"e";325;325;"e";325;8
7;"B5";"CETE";68;111;16;"235";"293,5";1776;0;0;0;0;0;"e";265;265;"e";265;68
7;"B5";"CHFU";7;32;1;"235";"293,5";32;0;0;0;0;0;"e";326;326;"e";326;7
7;"B5";"PUPA";5;23;6;"235";"293,5";138;0;0;0;0;0;"e";328;328;"e";328;5
7;"B5";"SCLA";3;31;1;"235";"293,5";31;0;0;0;0;0;"e";330;330;"e";330;3
7;"B5";"SPRU";17;24;60;"235";"293,5";1440;0;0;0;0;0;"e";316;316;"e";316;17
7;"C2";"LEMA";28;50;5;"236,5";"289";250;2;1;0;0;0;"e";177;177;"e";177;28
7;"C2";"BEMA";4;4;56;"236,5";"289";224;0;0;0;2;0;"e";201;201;"e";201;4
7;"C2";"CETE";1;111;9;"236,5";"289";999;0;0;0;0;0;"e";205;205;"e";205;0
7;"C2";"CHFU";7;32;4;"236,5";"289";128;0;0;0;0;0;"e";198;198;"e";198;7
7;"C2";"MESU";26;1;9;"236,5";"289";9;0;0;0;0;0;"e";179;179;"e";179;26
7;"C2";"PUPA";2;23;13;"236,5";"289";299;0;0;0;0;0;"e";203;203;"e";203;2
7;"C2";"SCLA";2;31;1;"236,5";"289";31;0;0;0;0;0;"e";203;203;"e";203;2
7;"C2";"SOAS";1;55;1;"236,5";"289";55;0;0;0;0;0;"e";204;204;"e";204;1
7;"C3";"LEMA";24;58;2;"236,5";"290,5";116;0;1;0;0;0;"e";122;122;"e";122;24
7;"C3";"BEMA";10;4;18;"236,5";"290,5";72;0;0;0;0;0;"e";136;136;"e";136;10
7;"C3";"CETE";7;111;1;"236,5";"290,5";111;0;0;0;0;0;"e";139;139;"e";139;7
7;"C3";"CHFU";1;32;2;"236,5";"290,5";64;0;0;0;0;0;"e";145;145;"e";145;1
7;"C3";"MESU";4;1;40;"236,5";"290,5";40;0;0;0;0;0;"e";142;142;"e";142;4
7;"C3";"PUPA";18;23;7;"236,5";"290,5";161;0;0;0;0;0;"e";128;128;"e";128;18
7;"C3";"SOAS";2;55;1;"236,5";"290,5";55;0;0;0;0;0;"e";144;144;"e";144;2
7;"C3";"SPRU";14;24;34;"236,5";"290,5";816;0;0;0;0;0;"e";132;132;"e";132;14
7;"C4";"CETE";15;0;4;"236,5";"292";0;1;0;0;0;0;"e";140;140;"e";140;15
7;"C4";"LEMA";36;58;2;"236,5";"292";116;4;3;0;1;0;"e";119;119;"e";119;36
7;"C4";"BEMA";11;4;40;"236,5";"292";160;0;0;0;0;0;"e";144;144;"e";144;11
7;"C4";"CHFU";1;32;1;"236,5";"292";32;0;0;0;0;0;"e";155;155;"e";155;0
7;"C4";"MESU";3;1;27;"236,5";"292";27;0;0;0;0;0;"e";152;152;"e";152;3
7;"C4";"PUPA";3;23;4;"236,5";"292";92;0;0;0;0;0;"e";152;152;"e";152;3
7;"C4";"SCLA";5;31;2;"236,5";"292";62;0;0;0;0;0;"e";150;150;"e";150;5
7;"C4";"SOAS";1;55;1;"236,5";"292";55;0;0;0;0;0;"e";154;154;"e";154;1
7;"C5";"LEMA";48;49;1;"236,5";"293,5";49;0;1;0;0;0;"e";106;106;"e";106;48
7;"C5";"BEMA";17;4;10;"236,5";"293,5";40;0;0;0;0;0;"e";137;137;"e";137;17
7;"C5";"CETE";29;111;6;"236,5";"293,5";666;0;0;0;0;0;"e";125;125;"e";125;29
7;"C5";"PUPA";15;23;4;"236,5";"293,5";92;0;0;0;0;0;"e";139;139;"e";139;15
7;"C5";"SCLA";2;31;1;"236,5";"293,5";31;0;0;0;0;0;"e";152;152;"e";152;2
7;"C5";"SPRU";12;24;40;"236,5";"293,5";960;0;0;0;0;0;"e";142;142;"e";142;12
7;"D2";"BEMA";5;4;21;"238";"289";84;0;0;0;0;0;"e";136;136;"e";136;5
7;"D2";"CETE";1;111;22;"238";"289";2442;0;0;0;0;0;"e";140;140;"e";140;1
7;"D2";"CHFU";6;32;3;"238";"289";96;0;0;0;0;0;"e";135;135;"e";135;6
7;"D2";"LEMA";16;58;2;"238";"289";116;0;0;0;0;0;"e";125;125;"e";125;16
7;"D2";"MESU";14;1;12;"238";"289";12;0;0;0;0;0;"e";127;127;"e";127;14
7;"D2";"SCLA";6;31;1;"238";"289";31;0;0;0;0;0;"e";135;135;"e";135;6
7;"D2";"SOAS";2;55;5;"238";"289";275;0;0;0;0;0;"e";139;139;"e";139;2
7;"D2";"SPRU";16;24;93;"238";"289";2232;0;0;0;0;0;"e";125;125;"e";125;16
7;"D3";"BEMA";6;4;16;"238";"290,5";64;0;0;0;0;0;"e";190;190;"e";190;6
7;"D3";"CETE";20;111;6;"238";"290,5";666;0;0;0;0;0;"e";176;176;"e";176;20
7;"D3";"CHFU";1;32;1;"238";"290,5";32;0;0;0;0;0;"e";196;196;"e";196;0
7;"D3";"LEMA";40;58;2;"238";"290,5";116;0;0;0;0;0;"e";156;156;"e";156;40
7;"D3";"PUPA";6;23;5,5;"238";"290,5";126,5;0;0;0;0;0;"e";190;190;"e";190;6
7;"D3";"SCLA";1;31;1;"238";"290,5";31;0;0;0;0;0;"e";196;196;"e";196;0
7;"D4";"LEMA";55;58;2;"238";"292";116;0;2;0;1;0;"e";191;191;"e";191;55
7;"D4";"BEMA";6;4;33;"238";"292";132;0;0;0;0;0;"e";240;240;"e";240;6
7;"D4";"CETE";13;111;15;"238";"292";1665;0;0;0;0;0;"e";233;233;"e";233;13
7;"D4";"MESU";12;1;13;"238";"292";13;0;0;0;0;0;"e";234;234;"e";234;12
7;"D4";"PUPA";1;23;8;"238";"292";184;0;0;0;0;0;"e";246;246;"e";246;0
7;"D4";"SCLA";45;31;1;"238";"292";31;0;0;0;0;0;"e";201;201;"e";201;45
7;"D4";"SPRU";30;24;15;"238";"292";360;0;0;0;0;0;"e";216;216;"e";216;30
7;"D5";"LEMA";72;58;3;"238";"293,5";174;3;2;0;0;0;"e";117;117;"e";117;72
7;"D5";"BEMA";13;4;60;"238";"293,5";240;0;0;0;0;0;"e";176;176;"e";176;13
7;"D5";"CETE";8;111;8;"238";"293,5";888;0;0;0;0;0;"e";181;181;"e";181;8
7;"D5";"MESU";13;1;9;"238";"293,5";9;0;0;0;0;0;"e";176;176;"e";176;13
7;"D5";"PUPA";1;23;7;"238";"293,5";161;0;0;0;0;0;"e";189;189;"e";189;0
7;"D5";"SCLA";2;31;1;"238";"293,5";31;0;0;0;0;0;"e";187;187;"e";187;2
7;"D5";"SPRU";19;24;76;"238";"293,5";1824;0;0;0;0;0;"e";170;170;"e";170;19
7;"E2";"LEMA";32;58;6;"239,5";"289";348;0;6;0;1;0;"e";186;186;"e";186;32
7;"E2";"BEMA";3;4;26;"239,5";"289";104;0;0;0;0;0;"e";215;215;"e";215;3
7;"E2";"CETE";6;111;11;"239,5";"289";1221;0;0;0;0;0;"e";212;212;"e";212;6
7;"E2";"CHFU";3;32;4;"239,5";"289";128;0;0;0;0;0;"e";215;215;"e";215;3
7;"E2";"MESU";12;1;8;"239,5";"289";8;0;0;0;0;0;"e";206;206;"e";206;12
7;"E2";"PUPA";4;23;14;"239,5";"289";322;0;0;0;0;0;"e";214;214;"e";214;4
7;"E2";"SCLA";1;31;1;"239,5";"289";31;0;0;0;0;0;"e";217;217;"e";217;1
7;"E2";"SOAS";2;55;10;"239,5";"289";550;0;0;0;0;0;"e";216;216;"e";216;2
7;"E2";"SPRU";68;24;33;"239,5";"289";792;0;0;0;0;0;"e";150;150;"e";150;68
7;"E3";"BEMA";4;4;16;"239,5";"290,5";64;0;0;0;0;0;"e";171;171;"e";171;4
7;"E3";"CETE";21;111;26;"239,5";"290,5";2886;0;0;0;0;0;"e";154;154;"e";154;21
7;"E3";"CHFU";1;32;2;"239,5";"290,5";64;0;0;0;0;0;"e";175;175;"e";175;0
7;"E3";"LEMA";24;58;1;"239,5";"290,5";58;0;0;0;0;0;"e";151;151;"e";151;24
7;"E3";"MESU";14;1;16;"239,5";"290,5";16;0;0;0;0;0;"e";161;161;"e";161;14
7;"E3";"PUPA";8;23;8;"239,5";"290,5";184;0;0;0;0;0;"e";167;167;"e";167;8
7;"E3";"SOAS";2;55;3;"239,5";"290,5";165;0;0;0;0;0;"e";173;173;"e";173;2
7;"E3";"SPRU";14;24;60;"239,5";"290,5";1440;0;0;0;0;0;"e";161;161;"e";161;14
7;"E4";"LEMA";52;58;3;"239,5";"292";174;0;3;0;1;0;"e";165;165;"e";165;52
7;"E4";"CHFU";2;17;6;"239,5";"292";102;0;0;0;1;0;"e";215;215;"e";215;2
7;"E4";"BEMA";8;4;24;"239,5";"292";96;0;0;0;0;0;"e";209;209;"e";209;8
7;"E4";"CETE";4;111;14;"239,5";"292";1554;0;0;0;0;0;"e";213;213;"e";213;4
7;"E4";"MESU";26;1;7;"239,5";"292";7;0;0;0;0;0;"e";191;191;"e";191;26
7;"E4";"PUPA";9;23;7;"239,5";"292";161;0;0;0;0;0;"e";208;208;"e";208;9
7;"E4";"SCLA";2;31;1;"239,5";"292";31;0;0;0;0;0;"e";215;215;"e";215;2
7;"E4";"SOAS";1;55;2;"239,5";"292";110;0;0;0;0;0;"e";217;217;"e";217;0
7;"E4";"SPRU";13;24;43;"239,5";"292";1032;0;0;0;0;0;"e";204;204;"e";204;13
7;"E5";"LEMA";52;58;2;"239,5";"293,5";116;1;1;0;0;0;"e";177;177;"e";177;52
7;"E5";"CETE";5;111;4;"239,5";"293,5";444;0;0;0;0;0;"e";224;224;"e";224;5
7;"E5";"MESU";62;1;7;"239,5";"293,5";7;0;0;0;0;0;"e";167;167;"e";167;62
7;"E5";"PUPA";1;23;6;"239,5";"293,5";138;0;0;0;0;0;"e";228;228;"e";228;1
7;"E5";"SCLA";2;31;1;"239,5";"293,5";31;0;0;0;0;0;"e";227;227;"e";227;2
7;"E5";"SOAS";3;55;1;"239,5";"293,5";55;0;0;0;0;0;"e";226;226;"e";226;3
7;"E5";"SPRU";24;24;160;"239,5";"293,5";3840;0;0;0;0;0;"e";205;205;"e";205;24
8;"B2";"LEMA";40;58;5;"274";"270";290;0;5;0;0;0;"e";184;184;"e";184;40
8;"B2";"CHFU";12;79;5;"274";"270";395;0;0;0;1;0;"e";212;212;"e";212;12
8;"B2";"PUPA";12;34;14;"274";"270";476;0;0;0;5;0;"e";212;212;"e";212;12
8;"B2";"BEMA";13;4;9;"274";"270";36;0;0;0;0;0;"e";211;211;"e";211;13
8;"B2";"CETE";5;111;8;"274";"270";888;0;0;0;0;0;"e";219;219;"e";219;5
8;"B2";"MESU";6;1;73;"274";"270";73;0;0;0;0;0;"e";218;218;"e";218;6
8;"B2";"SOAS";10;55;4;"274";"270";220;0;0;0;0;0;"e";214;214;"e";214;10
8;"B2";"SPRU";14;24;96;"274";"270";2304;0;0;0;0;0;"e";210;210;"e";210;14
8;"B3";"LEMA";72;48;4;"274";"271,5";192;0;2;0;0;0;"e";113;113;"e";113;72
8;"B3";"BEMA";8;4;11;"274";"271,5";44;0;0;0;0;0;"e";177;177;"e";177;8
8;"B3";"CHFU";4;32;1;"274";"271,5";32;0;0;0;0;0;"e";181;181;"e";181;4
8;"B3";"SCLA";4;31;5;"274";"271,5";155;0;0;0;0;0;"e";181;181;"e";181;4
8;"B3";"SOAS";5;55;5;"274";"271,5";275;0;0;0;0;0;"e";180;180;"e";180;5
8;"B3";"SPRU";1;24;32;"274";"271,5";768;0;0;0;0;0;"e";185;185;"e";185;0
8;"B4";"MESU";12;1;34;"274";"273";34;1;0;0;0;0;"e";191;191;"e";191;12
8;"B4";"PUPA";19;1;4;"274";"273";4;1;0;0;0;0;"e";184;184;"e";184;19
8;"B4";"LEMA";31;58;4;"274";"273";232;0;4;0;0;0;"e";172;172;"e";172;31
8;"B4";"CHFU";13;20;3;"274";"273";60;0;0;0;1;0;"e";190;190;"e";190;13
8;"B4";"BEMA";9;4;15;"274";"273";60;0;0;0;0;0;"e";194;194;"e";194;9
8;"B4";"CETE";17;111;3;"274";"273";333;0;0;0;0;0;"e";186;186;"e";186;17
8;"B4";"SCLA";4;31;1;"274";"273";31;0;0;0;0;0;"e";199;199;"e";199;4
8;"B4";"SOAS";5;55;2;"274";"273";110;0;0;0;0;0;"e";198;198;"e";198;5
8;"B5";"PUPA";8;66;7;"274";"274,5";462;1;1;0;0;0;"e";317;317;"e";317;8
8;"B5";"LEMA";7;58;2;"274";"274,5";116;0;3;0;0;0;"e";318;318;"e";318;7
8;"B5";"CHFU";8;16;1;"274";"274,5";16;0;0;0;1;0;"e";317;317;"e";317;8
8;"B5";"BEMA";7;4;12;"274";"274,5";48;0;0;0;0;0;"e";318;318;"e";318;7
8;"B5";"CETE";19;111;4;"274";"274,5";444;0;0;0;0;0;"e";306;306;"e";306;19
8;"B5";"MESU";8;1;47;"274";"274,5";47;0;0;0;0;0;"e";317;317;"e";317;8
8;"B5";"SOAS";4;55;5;"274";"274,5";275;0;0;0;0;0;"e";321;321;"e";321;4
8;"C2";"LEMA";31;58;4;"275,5";"270";232;0;1;0;0;0;"e";230;230;"e";230;31
8;"C2";"CHFU";18;38;6;"275,5";"270";228;0;0;0;5;0;"e";243;243;"e";243;18
8;"C2";"MESU";7;1;30;"275,5";"270";30;0;0;0;0;0;"e";254;254;"e";254;7
8;"C2";"PUPA";7;23;6,5;"275,5";"270";149,5;0;0;0;0;0;"e";254;254;"e";254;7
8;"C2";"SCLA";3;31;1;"275,5";"270";31;0;0;0;0;0;"e";258;258;"e";258;3
8;"C2";"SOAS";16;55;2;"275,5";"270";110;0;0;0;0;0;"e";245;245;"e";245;16
8;"C2";"SPRU";25;24;36;"275,5";"270";864;0;0;0;0;0;"e";236;236;"e";236;25
8;"C3";"LEMA";24;58;3;"275,5";"271,5";174;0;1;0;0;0;"e";104;104;"e";104;24
8;"C3";"CHFU";4;7,5;4;"275,5";"271,5";30;0;0;0;3;0;"e";124;124;"e";124;4
8;"C3";"BEMA";9;4;3;"275,5";"271,5";12;0;0;0;0;0;"e";119;119;"e";119;9
8;"C3";"CETE";7;111;8;"275,5";"271,5";888;0;0;0;0;0;"e";121;121;"e";121;7
8;"C3";"PUPA";15;23;3;"275,5";"271,5";69;0;0;0;0;0;"e";113;113;"e";113;15
8;"C3";"SCLA";5;31;2;"275,5";"271,5";62;0;0;0;0;0;"e";123;123;"e";123;5
8;"C3";"SOAS";14;55;1;"275,5";"271,5";55;0;0;0;0;0;"e";114;114;"e";114;14
8;"C4";"LEMA";42;58;1;"275,5";"273";58;2;4;0;0;0;"e";192;192;"e";192;42
8;"C4";"CHFU";3;13;1;"275,5";"273";13;0;1;0;1;0;"e";231;231;"e";231;3
8;"C4";"BEMA";8;4;8;"275,5";"273";32;0;0;0;0;0;"e";226;226;"e";226;8
8;"C5";"LEMA";14;58;2;"275,5";"274,5";116;0;3;0;0;0;"e";215;215;"e";215;14
8;"C5";"CHFU";11;15;4;"275,5";"274,5";60;0;0;0;3;0;"e";218;218;"e";218;11
8;"C5";"BEMA";19;4;7;"275,5";"274,5";28;0;0;0;0;0;"e";210;210;"e";210;19
8;"C5";"CETE";28;111;16;"275,5";"274,5";1776;0;0;0;0;0;"e";201;201;"e";201;28
8;"C5";"MESU";8;1;11;"275,5";"274,5";11;0;0;0;0;0;"e";221;221;"e";221;8
8;"C5";"PUPA";51;23;6,5;"275,5";"274,5";149,5;0;0;0;0;0;"e";178;178;"e";178;51
8;"C5";"SCLA";1;31;1;"275,5";"274,5";31;0;0;0;0;0;"e";228;228;"e";228;1
8;"C5";"SPRU";7;24;83;"275,5";"274,5";1992;0;0;0;0;0;"e";222;222;"e";222;7
8;"D2";"PUPA";16;24;4;"277";"270";96;1;0;0;0;0;"e";169;169;"e";169;16
8;"D2";"LEMA";38;58;4;"277";"270";232;0;1;0;1;0;"e";147;147;"e";147;38
8;"D2";"CHFU";27;21;6;"277";"270";126;0;0;0;1;0;"e";158;158;"e";158;27
8;"D2";"BEMA";15;4;11;"277";"270";44;0;0;0;0;0;"e";170;170;"e";170;15
8;"D2";"CETE";7;111;7;"277";"270";777;0;0;0;0;0;"e";178;178;"e";178;7
8;"D2";"MESU";16;1;15;"277";"270";15;0;0;0;0;0;"e";169;169;"e";169;16
8;"D2";"SCLA";3;31;1;"277";"270";31;0;0;0;0;0;"e";182;182;"e";182;3
8;"D2";"SOAS";4;55;2;"277";"270";110;0;0;0;0;0;"e";181;181;"e";181;4
8;"D3";"CHFU";5;10;1;"277";"271,5";10;0;0;0;1;0;"e";210;210;"e";210;5
8;"D3";"BEMA";7;4;5;"277";"271,5";20;0;0;0;0;0;"e";208;208;"e";208;7
8;"D3";"CETE";44;111;8;"277";"271,5";888;0;0;0;0;0;"e";171;171;"e";171;44
8;"D3";"LEMA";24;58;3;"277";"271,5";174;0;0;0;0;0;"e";191;191;"e";191;24
8;"D3";"MESU";8;1;12;"277";"271,5";12;0;0;0;0;0;"e";207;207;"e";207;8
8;"D3";"PUPA";58;23;4;"277";"271,5";92;0;0;0;0;0;"e";157;157;"e";157;58
8;"D3";"SOAS";7;55;2;"277";"271,5";110;0;0;0;0;0;"e";208;208;"e";208;7
8;"D4";"LEMA";21;58;7;"277";"273";406;0;2;0;0;0;"e";105;105;"e";105;21
8;"D4";"CHFU";12;9;1;"277";"273";9;0;0;0;1;0;"e";114;114;"e";114;12
8;"D4";"BEMA";3;4;9;"277";"273";36;0;0;0;0;0;"e";123;123;"e";123;3
8;"D4";"SCLA";2;31;2;"277";"273";62;0;0;0;0;0;"e";124;124;"e";124;2
8;"D4";"SOAS";1;55;4;"277";"273";220;0;0;0;0;0;"e";125;125;"e";125;1
8;"D5";"LEMA";25;58;5;"277";"274,5";290;2;1;0;0;0;"e";268;268;"e";268;25
8;"D5";"PUPA";42;3;9;"277";"274,5";27;0;1;0;0;0;"e";251;251;"e";251;42
8;"D5";"CHFU";14;22,5;5;"277";"274,5";112,5;0;0;0;1;0;"e";279;279;"e";279;14
8;"D5";"BEMA";13;4;13;"277";"274,5";52;0;0;0;0;0;"e";280;280;"e";280;13
8;"D5";"CETE";39;111;12;"277";"274,5";1332;0;0;0;0;0;"e";254;254;"e";254;39
8;"D5";"MESU";6;1;35;"277";"274,5";35;0;0;0;0;0;"e";287;287;"e";287;6
8;"D5";"SCLA";1;31;2;"277";"274,5";62;0;0;0;0;0;"e";292;292;"e";292;1
8;"D5";"SOAS";10;55;3;"277";"274,5";165;0;0;0;0;0;"e";283;283;"e";283;10
8;"D5";"SPRU";7;24;15;"277";"274,5";360;0;0;0;0;0;"e";286;286;"e";286;7
8;"E2";"PUPA";24;6;3;"278,5";"270";18;2;0;0;0;0;"e";148;148;"e";148;24
8;"E2";"BEMA";2;4;6;"278,5";"270";24;0;0;0;0;0;"e";170;170;"e";170;2
8;"E2";"CETE";15;111;3;"278,5";"270";333;0;0;0;0;0;"e";157;157;"e";157;15
8;"E2";"CHFU";6;32;2;"278,5";"270";64;0;0;0;0;0;"e";166;166;"e";166;6
8;"E2";"LEMA";20;58;1;"278,5";"270";58;0;0;0;0;0;"e";152;152;"e";152;20
