"plot";"subplot";"Plant";"indv";"seeds";"fruits";"x_coor2";"y_coor2";"seed.indv";"Bee";"Beetle";"Butterfly";"Fly";"<NA>";"distance";"n_neighbors";"n_neighbors_total";"distance_total";"n_neighbors_inter";"n_neighbors_intra"
8;"E2";"MESU";4;1;14;"278,5";"270";14;0;0;0;0;0;"e";168;168;"e";168;4
8;"E2";"SOAS";2;55;1;"278,5";"270";55;0;0;0;0;0;"e";170;170;"e";170;2
8;"E2";"SPRU";12;24;23;"278,5";"270";552;0;0;0;0;0;"e";160;160;"e";160;12
8;"E3";"PUPA";37;75;5;"278,5";"271,5";375;3;0;0;0;0;"e";196;196;"e";196;37
8;"E3";"LEMA";19;58;4;"278,5";"271,5";232;0;1;0;2;0;"e";214;214;"e";214;19
8;"E3";"BEMA";19;4;25;"278,5";"271,5";100;0;0;0;6;0;"e";214;214;"e";214;19
8;"E3";"CHFU";17;32;9;"278,5";"271,5";288;0;0;0;1;0;"e";216;216;"e";216;17
8;"E3";"CETE";26;111;11;"278,5";"271,5";1221;0;0;0;0;0;"e";207;207;"e";207;26
8;"E3";"MESU";17;1;11;"278,5";"271,5";11;0;0;0;0;0;"e";216;216;"e";216;17
8;"E3";"SCLA";3;31;1;"278,5";"271,5";31;0;0;0;0;0;"e";230;230;"e";230;3
8;"E4";"LEMA";26;58;3;"278,5";"273";174;0;3;0;1;0;"e";180;180;"e";180;26
8;"E4";"BEMA";9;4;7;"278,5";"273";28;0;0;0;0;0;"e";197;197;"e";197;9
8;"E4";"CETE";57;111;12;"278,5";"273";1332;0;0;0;0;0;"e";149;149;"e";149;57
8;"E4";"CHFU";12;32;7;"278,5";"273";224;0;0;0;0;0;"e";194;194;"e";194;12
8;"E4";"MESU";7;1;22;"278,5";"273";22;0;0;0;0;0;"e";199;199;"e";199;7
8;"E4";"PUPA";45;23;7;"278,5";"273";161;0;0;0;0;0;"e";161;161;"e";161;45
8;"E4";"SPRU";3;24;10;"278,5";"273";240;0;0;0;0;0;"e";203;203;"e";203;3
8;"E5";"LEMA";17;58;11;"278,5";"274,5";638;2;1;0;3;0;"e";202;202;"e";202;17
8;"E5";"PUPA";61;0;14;"278,5";"274,5";0;0;0;0;1;0;"e";158;158;"e";158;61
8;"E5";"BEMA";6;4;6;"278,5";"274,5";24;0;0;0;0;0;"e";213;213;"e";213;6
8;"E5";"CETE";24;111;13;"278,5";"274,5";1443;0;0;0;0;0;"e";195;195;"e";195;24
8;"E5";"CHFU";12;32;2;"278,5";"274,5";64;0;0;0;0;0;"e";207;207;"e";207;12
8;"E5";"MESU";12;1;10;"278,5";"274,5";10;0;0;0;0;0;"e";207;207;"e";207;12
8;"E5";"SCLA";1;31;1;"278,5";"274,5";31;0;0;0;0;0;"e";218;218;"e";218;1
8;"E5";"SOAS";7;55;4;"278,5";"274,5";220;0;0;0;0;0;"e";212;212;"e";212;7
8;"E5";"SPRU";1;24;48;"278,5";"274,5";1152;0;0;0;0;0;"e";218;218;"e";218;1
9;"B2";"CHFU";4;28;2;"314";"286";56;0;2;0;1;0;"e";52;52;"e";52;4
9;"B2";"LEMA";10;58;12;"314";"286";696;0;5;0;0;0;"e";46;46;"e";46;10
9;"B2";"CETE";4;111;24;"314";"286";2664;0;0;0;0;0;"e";52;52;"e";52;4
9;"B2";"SCLA";27;31;9;"314";"286";279;0;0;0;0;0;"e";29;29;"e";29;27
9;"B2";"SOAS";7;55;18;"314";"286";990;0;0;0;0;0;"e";49;49;"e";49;7
9;"B3";"CHFU";1;32;1;"314";"287,5";32;0;1;0;0;0;"e";57;57;"e";57;1
9;"B3";"LEMA";6;58;15;"314";"287,5";870;0;6;0;2;0;"e";52;52;"e";52;6
9;"B3";"BEMA";1;4;4;"314";"287,5";16;0;0;0;0;0;"e";58;58;"e";58;0
9;"B3";"CETE";6;111;5;"314";"287,5";555;0;0;0;0;0;"e";52;52;"e";52;6
9;"B3";"SCLA";16;31;6;"314";"287,5";186;0;0;0;0;0;"e";42;42;"e";42;16
9;"B4";"CHMI";1;14;5;"314";"289";70;0;1;0;0;0;"e";74;74;"e";74;1
9;"B4";"LEMA";9;58;4;"314";"289";232;0;9;0;0;0;"e";66;66;"e";66;9
9;"B4";"BEMA";1;4;3;"314";"289";12;0;0;0;0;0;"e";75;75;"e";75;0
9;"B4";"CETE";2;111;12;"314";"289";1332;0;0;0;0;0;"e";73;73;"e";73;2
9;"B4";"SCLA";20;31;5;"314";"289";155;0;0;0;0;0;"e";55;55;"e";55;20
9;"B4";"SOAS";36;55;21;"314";"289";1155;0;0;0;0;0;"e";39;39;"e";39;36
9;"B5";"CETE";1;111;10;"314";"290,5";1110;0;0;0;0;0;"e";84;84;"e";84;0
9;"B5";"CHFU";2;32;2;"314";"290,5";64;0;0;0;0;0;"e";82;82;"e";82;2
9;"B5";"SCLA";22;31;3;"314";"290,5";93;0;0;0;0;0;"e";62;62;"e";62;22
9;"B5";"SOAS";22;55;15;"314";"290,5";825;0;0;0;0;0;"e";62;62;"e";62;22
9;"C2";"CHFU";14;58;8;"315,5";"286";464;0;4;0;0;0;"e";59;59;"e";59;14
9;"C2";"LEMA";17;58;8;"315,5";"286";464;0;4;0;0;0;"e";56;56;"e";56;17
9;"C2";"CETE";3;111;6,33333333333333;"315,5";"286";703;0;0;0;0;0;"e";70;70;"e";70;3
9;"C2";"SCLA";4;31;5;"315,5";"286";155;0;0;0;0;0;"e";69;69;"e";69;4
9;"C2";"SOAS";27;55;26;"315,5";"286";1430;0;0;0;0;0;"e";46;46;"e";46;27
9;"C3";"CHFU";17;31;2;"315,5";"287,5";62;0;3;0;0;0;"e";48;48;"e";48;17
9;"C3";"LEMA";7;58;5;"315,5";"287,5";290;0;4;0;0;0;"e";58;58;"e";58;7
9;"C3";"SCLA";6;31;8;"315,5";"287,5";248;0;1;0;0;0;"e";59;59;"e";59;6
9;"C3";"BEMA";8;4;6;"315,5";"287,5";24;0;0;0;2;0;"e";57;57;"e";57;8
9;"C3";"SOAS";21;55;19;"315,5";"287,5";1045;0;0;0;0;0;"e";44;44;"e";44;21
9;"C4";"CHFU";7;32;1;"315,5";"289";32;0;1;0;0;0;"e";63;63;"e";63;7
9;"C4";"LEMA";12;58;7;"315,5";"289";406;0;6;0;0;0;"e";58;58;"e";58;12
9;"C4";"SCLA";15;31;8;"315,5";"289";248;0;0;0;0;0;"e";55;55;"e";55;15
9;"C4";"SOAS";24;55;14;"315,5";"289";770;0;0;0;0;0;"e";46;46;"e";46;24
9;"C5";"CHFU";5;40,5;3;"315,5";"290,5";121,5;0;2;0;0;0;"e";73;73;"e";73;5
9;"C5";"SCLA";19;31;4;"315,5";"290,5";124;0;0;0;0;0;"e";59;59;"e";59;19
9;"C5";"SOAS";30;55;4;"315,5";"290,5";220;0;0;0;0;0;"e";48;48;"e";48;30
9;"D2";"CHFU";19;9,5;6;"317";"286";57;1;2;0;1;0;"e";53;53;"e";53;19
9;"D2";"LEMA";9;30;9;"317";"286";270;0;4;0;1;0;"e";63;63;"e";63;9
9;"D2";"BEMA";10;4;4;"317";"286";16;0;0;0;0;0;"e";62;62;"e";62;10
9;"D2";"CETE";11;111;10;"317";"286";1110;0;0;0;0;0;"e";61;61;"e";61;11
9;"D2";"PUPA";2;23;7;"317";"286";161;0;0;0;0;0;"e";70;70;"e";70;2
9;"D2";"SOAS";13;55;28;"317";"286";1540;0;0;0;0;0;"e";59;59;"e";59;13
9;"D3";"CHFU";35;79,5;10;"317";"287,5";795;3;0;0;2;0;"e";47;47;"e";47;35
9;"D3";"LEMA";4;58;4;"317";"287,5";232;0;6;1;0;0;"e";78;78;"e";78;4
9;"D3";"BEMA";14;4;12;"317";"287,5";48;0;0;0;0;0;"e";68;68;"e";68;14
9;"D3";"CETE";12;111;11;"317";"287,5";1221;0;0;0;0;0;"e";70;70;"e";70;12
9;"D3";"SOAS";9;55;16;"317";"287,5";880;0;0;0;0;0;"e";73;73;"e";73;9
9;"D4";"CETE";1;111;3;"317";"289";333;0;0;0;0;0;"e";57;57;"e";57;0
9;"D5";"LEMA";8;48;15;"317";"290,5";720;1;1;0;0;0;"e";76;76;"e";76;8
9;"D5";"PUPA";7;12;4;"317";"290,5";48;1;0;0;0;0;"e";77;77;"e";77;7
9;"D5";"CHFU";10;25;2;"317";"290,5";50;0;0;0;1;0;"e";74;74;"e";74;10
9;"D5";"BEMA";4;4;14;"317";"290,5";56;0;0;0;0;0;"e";80;80;"e";80;4
9;"D5";"CETE";6;111;5;"317";"290,5";555;0;0;0;0;0;"e";78;78;"e";78;6
9;"D5";"SCLA";21;31;18;"317";"290,5";558;0;0;0;0;0;"e";63;63;"e";63;21
9;"D5";"SOAS";23;55;27;"317";"290,5";1485;0;0;0;0;0;"e";61;61;"e";61;23
9;"E2";"CHFU";4;16;1;"318,5";"286";16;3;1;0;0;0;"e";89;89;"e";89;4
9;"E2";"LEMA";1;58;2;"318,5";"286";116;0;0;0;3;0;"e";93;93;"e";93;0
9;"E2";"BEMA";4;4;18;"318,5";"286";72;0;0;0;0;0;"e";89;89;"e";89;4
9;"E2";"PUPA";1;23;21;"318,5";"286";483;0;0;0;0;0;"e";93;93;"e";93;0
9;"E2";"SOAS";3;55;2;"318,5";"286";110;0;0;0;0;0;"e";90;90;"e";90;3
9;"E2";"SPRU";35;24;18;"318,5";"286";432;0;0;0;0;0;"e";58;58;"e";58;35
9;"E3";"CHFU";23;20;12;"318,5";"287,5";240;3;3;0;0;0;"e";54;54;"e";54;23
9;"E3";"LEMA";3;58;3;"318,5";"287,5";174;0;3;0;0;0;"e";74;74;"e";74;3
9;"E3";"BEMA";8;4;6;"318,5";"287,5";24;0;0;0;0;0;"e";69;69;"e";69;8
9;"E3";"CETE";6;111;7;"318,5";"287,5";777;0;0;0;0;0;"e";71;71;"e";71;6
9;"E3";"SOAS";7;55;5;"318,5";"287,5";275;0;0;0;0;0;"e";70;70;"e";70;7
9;"E4";"CHFU";17;56;8;"318,5";"289";448;0;3;0;1;0;"e";70;70;"e";70;17
9;"E4";"LEMA";7;58;10;"318,5";"289";580;0;2;0;0;0;"e";80;80;"e";80;7
9;"E4";"BEMA";9;4;8;"318,5";"289";32;0;0;0;0;0;"e";78;78;"e";78;9
9;"E4";"CETE";8;111;18,5;"318,5";"289";2053,5;0;0;0;0;0;"e";79;79;"e";79;8
9;"E4";"SCLA";1;31;17;"318,5";"289";527;0;0;0;0;0;"e";86;86;"e";86;1
9;"E5";"CHFU";13;42;6;"318,5";"290,5";252;10;1;0;0;0;"e";63;63;"e";63;13
9;"E5";"LEMA";3;58;5;"318,5";"290,5";290;0;3;0;0;0;"e";73;73;"e";73;3
9;"E5";"BEMA";8;4;10;"318,5";"290,5";40;0;0;0;0;0;"e";68;68;"e";68;8
9;"E5";"CETE";5;111;5;"318,5";"290,5";555;0;0;0;0;0;"e";71;71;"e";71;5
9;"E5";"PUPA";3;23;9,5;"318,5";"290,5";218,5;0;0;0;0;0;"e";73;73;"e";73;3
9;"E5";"SCLA";4;31;5;"318,5";"290,5";155;0;0;0;0;0;"e";72;72;"e";72;4
9;"E5";"SOAS";30;55;24;"318,5";"290,5";1320;0;0;0;0;0;"e";46;46;"e";46;30
1;"B2";"LEMA";39;80,5;32;"2";"2";2576;0;10;0;0;0;"g";0;0;"g";0;2
1;"B2";"BEMA";8;4;57;"2";"2";228;0;0;0;0;0;"g";4;4;"g";4;0
1;"B2";"CETE";2;111;27;"2";"2";2997;0;0;0;0;0;"g";4;4;"g";4;0
1;"B2";"PUPA";1;23;5;"2";"2";115;0;0;0;0;0;"g";3;3;"g";3;0
1;"B2";"SOAS";2;55;23;"2";"2";1265;0;0;0;0;0;"g";1;1;"g";1;0
1;"B3";"BEMA";5;4;93;"2";"3,5";372;0;0;0;0;0;"g";0;0;"g";0;0
1;"B3";"CETE";4;111;40;"2";"3,5";4440;0;0;0;0;0;"g";0;0;"g";0;0
1;"B3";"CHFU";1;32;3,5;"2";"3,5";112;0;0;0;0;0;"g";2;2;"g";2;0
1;"B3";"SOAS";3;55;39;"2";"3,5";2145;0;0;0;0;0;"g";1;1;"g";1;0
1;"B4";"LEMA";63;65;38;"2";"5";2470;0;12;0;1;0;"g";0;0;"g";0;3
1;"B4";"CHFU";4;32;19;"2";"5";608;0;0;0;1;0;"g";4;4;"g";4;0
1;"B4";"CETE";1;111;19;"2";"5";2109;0;0;0;0;0;"g";2;2;"g";2;0
1;"B4";"SOAS";2;55;35;"2";"5";1925;0;0;0;0;0;"g";0;0;"g";0;0
1;"B5";"LEMA";43;69,3333333333333;18;"2";"6,5";1248;0;9;0;0;0;"g";0;0;"g";0;3
1;"B5";"BEMA";6;4;90;"2";"6,5";360;0;0;0;0;0;"g";0;0;"g";0;2
1;"B5";"PUPA";1;23;7;"2";"6,5";161;0;0;0;0;0;"g";0;0;"g";0;0
1;"C2";"PUPA";1;29;7,5;"3,5";"2";217,5;1;0;0;0;0;"g";2;2;"g";2;0
1;"C2";"LEMA";32;89,5;43;"3,5";"2";3848,5;0;8;0;0;0;"g";0;0;"g";0;0
1;"C2";"BEMA";7;4;16;"3,5";"2";64;0;0;0;0;0;"g";3;3;"g";3;0
1;"C2";"CETE";3;111;13;"3,5";"2";1443;0;0;0;0;0;"g";1;1;"g";1;2
1;"C2";"CHFU";2;32;9;"3,5";"2";288;0;0;0;0;0;"g";5;5;"g";5;0
1;"C2";"SOAS";1;55;3;"3,5";"2";165;0;0;0;0;0;"g";1;1;"g";1;0
1;"C3";"LEMA";51;58;14;"3,5";"3,5";812;0;6;0;0;0;"g";0;0;"g";0;3
1;"C3";"BEMA";8;4;114;"3,5";"3,5";456;0;0;0;0;0;"g";0;0;"g";0;1
1;"C3";"CETE";1;111;8;"3,5";"3,5";888;0;0;0;0;0;"g";4;4;"g";4;0
1;"C3";"CHFU";4;32;31;"3,5";"3,5";992;0;0;0;0;0;"g";0;0;"g";0;0
1;"C3";"PUPA";1;23;4;"3,5";"3,5";92;0;0;0;0;0;"g";1;1;"g";1;0
1;"C4";"LEMA";64;59;4;"3,5";"5";236;0;5;0;0;0;"g";0;0;"g";0;3
1;"C4";"BEMA";5;4;215;"3,5";"5";860;0;0;0;0;0;"g";0;0;"g";0;0
1;"C4";"CETE";1;111;5;"3,5";"5";555;0;0;0;0;0;"g";2;2;"g";2;0
1;"C5";"LEMA";80;67;23;"3,5";"6,5";1541;0;1;0;1;0;"g";1;1;"g";1;2
1;"C5";"BEMA";7;4;6;"3,5";"6,5";24;0;0;0;0;0;"g";6;6;"g";6;0
1;"C5";"CETE";3;111;11;"3,5";"6,5";1221;0;0;0;0;0;"g";4;4;"g";4;2
1;"C5";"CHFU";2;32;4;"3,5";"6,5";128;0;0;0;0;0;"g";3;3;"g";3;0
1;"D2";"LEMA";57;75;12;"5";"2";900;0;9;0;0;0;"g";0;0;"g";0;0
1;"D2";"BEMA";11;4;18;"5";"2";72;0;0;0;0;0;"g";3;3;"g";3;0
1;"D2";"CETE";1;111;15;"5";"2";1665;0;0;0;0;0;"g";6;6;"g";6;0
1;"D2";"SCLA";2;31;3;"5";"2";93;0;0;0;0;0;"g";3;3;"g";3;0
1;"D3";"LEMA";76;62;4;"5";"3,5";248;0;5;0;0;0;"g";0;0;"g";0;3
1;"D3";"BEMA";8;4;51;"5";"3,5";204;0;0;0;0;0;"g";4;4;"g";4;0
1;"D3";"CETE";1;111;25;"5";"3,5";2775;0;0;0;0;0;"g";1;1;"g";1;0
1;"D3";"CHFU";2;32;17,5;"5";"3,5";560;0;0;0;0;0;"g";1;1;"g";1;0
1;"D3";"PUPA";1;23;25;"5";"3,5";575;0;0;0;0;0;"g";2;2;"g";2;0
1;"D3";"SCLA";1;31;1;"5";"3,5";31;0;0;0;0;0;"g";6;6;"g";6;0
1;"D4";"LEMA";45;66,5;13;"5";"5";864,5;0;12;1;0;0;"g";1;1;"g";1;2
1;"D4";"BEMA";5;4;73;"5";"5";292;0;0;0;0;0;"g";1;1;"g";1;0
1;"D4";"SCLA";1;31;5;"5";"5";155;0;0;0;0;0;"g";2;2;"g";2;0
1;"D4";"SOAS";1;55;5;"5";"5";275;0;0;0;0;0;"g";3;3;"g";3;0
1;"D5";"LEMA";62;65;19;"5";"6,5";1235;0;10;0;0;0;"g";1;1;"g";1;3
1;"D5";"BEMA";6;4;21;"5";"6,5";84;0;0;0;0;0;"g";3;3;"g";3;0
1;"D5";"CETE";1;111;11;"5";"6,5";1221;0;0;0;0;0;"g";3;3;"g";3;0
1;"D5";"CHFU";1;32;2;"5";"6,5";64;0;0;0;0;0;"g";5;5;"g";5;0
1;"E2";"LEMA";57;76,5;13;"6,5";"2";994,5;4;10;0;7;0;"g";1;1;"g";1;2
1;"E2";"BEMA";12;4;330;"6,5";"2";1320;0;0;0;0;0;"g";2;2;"g";2;0
1;"E2";"CETE";1;111;15;"6,5";"2";1665;0;0;0;0;0;"g";2;2;"g";2;2
1;"E3";"LEMA";46;51,5;17;"6,5";"3,5";875,5;0;7;0;2;0;"g";2;2;"g";2;2
1;"E3";"CHFU";1;25;1;"6,5";"3,5";25;0;0;0;3;0;"g";4;4;"g";4;0
1;"E3";"BEMA";12;4;40;"6,5";"3,5";160;0;0;0;0;0;"g";4;4;"g";4;0
1;"E3";"CETE";2;111;25;"6,5";"3,5";2775;0;0;0;0;0;"g";3;3;"g";3;0
1;"E4";"LEMA";49;67;20;"6,5";"5";1340;0;5;0;0;0;"g";5;5;"g";5;0
1;"E4";"BEMA";5;4;20;"6,5";"5";80;0;0;0;0;0;"g";2;2;"g";2;2
1;"E4";"CETE";16;111;26,5;"6,5";"5";2941,5;0;0;0;0;0;"g";3;3;"g";3;10
1;"E5";"LEMA";71;59;12;"6,5";"6,5";708;0;3;0;3;0;"g";1;1;"g";1;3
1;"E5";"BEMA";7;4;114;"6,5";"6,5";456;0;0;0;0;0;"g";1;1;"g";1;2
1;"E5";"CETE";14;111;6;"6,5";"6,5";666;0;0;0;0;0;"g";2;2;"g";2;0
1;"E5";"PUPA";1;23;2;"6,5";"6,5";46;0;0;0;0;0;"g";2;2;"g";2;2
2;"B2";"LEMA";74;54;8;"35";"28";432;0;8;0;5;0;"g";0;0;"g";0;6
2;"B2";"CETE";7;111;16;"35";"28";1776;0;0;0;1;0;"g";3;3;"g";3;4
2;"B2";"CHFU";4;32;2;"35";"28";64;0;0;0;2;0;"g";3;3;"g";3;2
2;"B2";"BEMA";4;4;34;"35";"28";136;0;0;0;0;0;"g";8;8;"g";8;0
2;"B2";"SCLA";1;31;2;"35";"28";62;0;0;0;0;0;"g";7;7;"g";7;0
2;"B3";"LEMA";65;73;6;"35";"29,5";438;0;11;0;2;0;"g";6;6;"g";6;0
2;"B3";"CHFU";1;21;6;"35";"29,5";126;0;0;0;1;0;"g";17;17;"g";17;0
2;"B3";"BEMA";5;4;48;"35";"29,5";192;0;0;0;0;0;"g";1;1;"g";1;2
2;"B3";"CETE";28;111;5;"35";"29,5";555;0;0;0;0;0;"g";2;2;"g";2;2
2;"B3";"PUPA";1;23;5;"35";"29,5";115;0;0;0;0;0;"g";10;10;"g";10;0
2;"B3";"SCLA";1;31;3;"35";"29,5";93;0;0;0;0;0;"g";4;4;"g";4;0
2;"B4";"LEMA";93;50,3333333333333;18;"35";"31";906;0;16;0;0;0;"g";8;8;"g";8;1
2;"B4";"BEMA";12;4;17;"35";"31";68;0;0;0;0;0;"g";2;2;"g";2;3
2;"B4";"CETE";15;111;7;"35";"31";777;0;0;0;0;0;"g";4;4;"g";4;0
2;"B4";"PUPA";1;23;5;"35";"31";115;0;0;0;0;0;"g";4;4;"g";4;0
2;"B4";"SCLA";2;31;1;"35";"31";31;0;0;0;0;0;"g";5;5;"g";5;0
2;"B5";"LEMA";80;63;3;"35";"32,5";189;0;13;0;2;0;"g";0;0;"g";0;2
2;"B5";"BEMA";7;4;18;"35";"32,5";72;0;0;0;0;0;"g";5;5;"g";5;3
2;"B5";"CETE";17;111;6;"35";"32,5";666;0;0;0;0;0;"g";3;3;"g";3;4
2;"B5";"PUPA";1;23;4,5;"35";"32,5";103,5;0;0;0;0;0;"g";2;2;"g";2;0
2;"C2";"LEMA";55;80;19;"36,5";"28";1520;1;4;0;0;0;"g";7;7;"g";7;1
2;"C2";"PUPA";1;1;9;"36,5";"28";9;2;0;0;0;0;"g";6;6;"g";6;0
2;"C2";"CHFU";7;32;2;"36,5";"28";64;0;0;0;2;0;"g";4;4;"g";4;0
2;"C2";"BEMA";9;4;88;"36,5";"28";352;0;0;0;0;0;"g";12;12;"g";12;0
2;"C2";"CETE";11;111;27;"36,5";"28";2997;0;0;0;0;0;"g";4;4;"g";4;3
2;"C2";"SCLA";2;31;2;"36,5";"28";62;0;0;0;0;0;"g";2;2;"g";2;0
2;"C3";"LEMA";50;105,5;4;"36,5";"29,5";422;0;5;0;3;0;"g";0;0;"g";0;2
2;"C3";"BEMA";7;4;62;"36,5";"29,5";248;0;0;0;0;0;"g";4;4;"g";4;0
2;"C3";"CETE";9;111;34;"36,5";"29,5";3774;0;0;0;0;0;"g";1;1;"g";1;4
2;"C3";"CHFU";4;32;3;"36,5";"29,5";96;0;0;0;0;0;"g";3;3;"g";3;1
2;"C3";"PUPA";2;23;5;"36,5";"29,5";115;0;0;0;0;0;"g";2;2;"g";2;0
2;"C3";"SCLA";2;31;2;"36,5";"29,5";62;0;0;0;0;0;"g";3;3;"g";3;0
2;"C4";"LEMA";114;40;10;"36,5";"31";400;0;4;0;4;0;"g";10;10;"g";10;1
2;"C4";"BEMA";10;4;14;"36,5";"31";56;0;0;0;0;0;"g";10;10;"g";10;2
2;"C4";"CETE";33;111;7;"36,5";"31";777;0;0;0;0;0;"g";2;2;"g";2;0
2;"C4";"CHFU";1;32;1;"36,5";"31";32;0;0;0;0;0;"g";5;5;"g";5;0
2;"C4";"PUPA";1;23;4;"36,5";"31";92;0;0;0;0;0;"g";7;7;"g";7;0
2;"C4";"SCLA";1;31;1;"36,5";"31";31;0;0;0;0;0;"g";6;6;"g";6;0
2;"C5";"LEMA";125;111;6;"36,5";"32,5";666;2;6;0;0;0;"g";1;1;"g";1;2
2;"C5";"PUPA";6;21;5,66666666666667;"36,5";"32,5";119;2;0;0;0;0;"g";5;5;"g";5;5
2;"C5";"BEMA";15;4;29;"36,5";"32,5";116;0;0;0;0;0;"g";9;9;"g";9;1
2;"C5";"CETE";8;111;6;"36,5";"32,5";666;0;0;0;0;0;"g";2;2;"g";2;0
2;"C5";"SCLA";1;31;2;"36,5";"32,5";62;0;0;0;0;0;"g";4;4;"g";4;0
2;"D2";"CETE";26;111;6;"38";"28";666;2;0;0;0;0;"g";7;7;"g";7;1
2;"D2";"LEMA";53;48;9;"38";"28";432;1;6;0;0;0;"g";1;1;"g";1;2
2;"D2";"BEMA";16;4;78;"38";"28";312;0;0;0;0;0;"g";1;1;"g";1;0
2;"D2";"SCLA";4;31;2;"38";"28";62;0;0;0;0;0;"g";1;1;"g";1;0
2;"D2";"SOAS";4;55;6;"38";"28";330;0;0;0;0;0;"g";5;5;"g";5;0
2;"D3";"LEMA";47;32;12;"38";"29,5";384;0;4;0;0;0;"g";0;0;"g";0;5
2;"D3";"BEMA";12;4;60;"38";"29,5";240;0;0;0;0;0;"g";3;3;"g";3;0
2;"D3";"CETE";7;111;20;"38";"29,5";2220;0;0;0;0;0;"g";4;4;"g";4;0
2;"D3";"CHFU";2;32;8;"38";"29,5";256;0;0;0;0;0;"g";9;9;"g";9;0
2;"D3";"PUPA";1;23;4;"38";"29,5";92;0;0;0;0;0;"g";4;4;"g";4;0
2;"D3";"SCLA";5;31;2,5;"38";"29,5";77,5;0;0;0;0;0;"g";4;4;"g";4;0
2;"D4";"LEMA";53;29;6;"38";"31";174;0;4;0;0;0;"g";3;3;"g";3;5
2;"D4";"CHFU";1;101;2;"38";"31";202;0;0;0;1;0;"g";9;9;"g";9;0
2;"D4";"BEMA";10;4;16;"38";"31";64;0;0;0;0;0;"g";3;3;"g";3;3
2;"D4";"CETE";8;111;15;"38";"31";1665;0;0;0;0;0;"g";3;3;"g";3;0
2;"D4";"SCLA";1;31;1;"38";"31";31;0;0;0;0;0;"g";3;3;"g";3;0
2;"D5";"LEMA";53;57;10;"38";"32,5";570;1;4;0;0;0;"g";4;4;"g";4;4
2;"D5";"BEMA";21;4;37;"38";"32,5";148;0;0;0;0;0;"g";3;3;"g";3;0
2;"D5";"CETE";19;111;28;"38";"32,5";3108;0;0;0;0;0;"g";3;3;"g";3;1
2;"D5";"PUPA";1;23;4;"38";"32,5";92;0;0;0;0;0;"g";1;1;"g";1;0
2;"D5";"SCLA";6;31;1,5;"38";"32,5";46,5;0;0;0;0;0;"g";3;3;"g";3;0
2;"E2";"CETE";6;111;12;"39,5";"28";1332;2;0;0;0;0;"g";5;5;"g";5;0
2;"E2";"CHFU";1;28;12;"39,5";"28";336;1;0;0;0;0;"g";1;1;"g";1;0
2;"E2";"LEMA";61;110;14;"39,5";"28";1540;0;8;0;3;0;"g";1;1;"g";1;0
2;"E2";"BEMA";9;4;26;"39,5";"28";104;0;0;0;0;0;"g";8;8;"g";8;0
2;"E2";"PUPA";2;23;6;"39,5";"28";138;0;0;0;0;0;"g";3;3;"g";3;0
2;"E3";"LEMA";46;155;6;"39,5";"29,5";930;0;6;0;1;0;"g";1;1;"g";1;1
2;"E3";"CHFU";1;32;12;"39,5";"29,5";384;0;0;0;1;0;"g";3;3;"g";3;0
2;"E3";"BEMA";10;4;15;"39,5";"29,5";60;0;0;0;0;0;"g";4;4;"g";4;0
2;"E3";"CETE";14;111;11;"39,5";"29,5";1221;0;0;0;0;0;"g";1;1;"g";1;7
2;"E3";"SOAS";10;55;14,6666666666667;"39,5";"29,5";806,666666666667;0;0;0;0;0;"g";0;0;"g";0;0
2;"E4";"CETE";11;111;5;"39,5";"31";555;2;0;0;0;0;"g";3;3;"g";3;6
2;"E4";"LEMA";77;18;13;"39,5";"31";234;0;8;0;0;0;"g";11;11;"g";11;0
2;"E4";"BEMA";10;4;66;"39,5";"31";264;0;0;0;0;0;"g";1;1;"g";1;1
2;"E4";"CHFU";2;32;1;"39,5";"31";32;0;0;0;0;0;"g";7;7;"g";7;0
2;"E4";"SCLA";1;31;1;"39,5";"31";31;0;0;0;0;0;"g";5;5;"g";5;1
2;"E4";"SOAS";9;55;7;"39,5";"31";385;0;0;0;0;0;"g";3;3;"g";3;1
2;"E5";"LEMA";41;45,5;14;"39,5";"32,5";637;1;6;0;0;0;"g";8;8;"g";8;0
2;"E5";"CETE";7;111;5;"39,5";"32,5";555;0;0;0;2;0;"g";8;8;"g";8;0
2;"E5";"BEMA";10;4;80;"39,5";"32,5";320;0;0;0;0;0;"g";4;4;"g";4;1
2;"E5";"PUPA";1;23;9;"39,5";"32,5";207;0;0;0;0;0;"g";5;5;"g";5;0
2;"E5";"SCLA";9;31;3;"39,5";"32,5";93;0;0;0;0;0;"g";4;4;"g";4;0
3;"B2";"LEMA";8;58;3;"80";"56";174;0;2;0;0;0;"g";9;9;"g";9;1
3;"B2";"BEMA";2;4;5;"80";"56";20;0;0;0;0;0;"g";6;6;"g";6;0
3;"B2";"CHMI";8;14;2;"80";"56";28;0;0;0;0;0;"g";9;9;"g";9;1
3;"B3";"LEMA";10;52,5;14;"80";"57,5";735;0;2;0;0;0;"g";3;3;"g";3;0
3;"B3";"CHFU";1;32;2;"80";"57,5";64;0;0;0;1;0;"g";4;4;"g";4;0
3;"B3";"BEMA";2;4;9;"80";"57,5";36;0;0;0;0;0;"g";12;12;"g";12;0
3;"B3";"CETE";1;111;7;"80";"57,5";777;0;0;0;0;0;"g";6;6;"g";6;0
3;"B3";"CHMI";2;14;1;"80";"57,5";14;0;0;0;0;0;"g";7;7;"g";7;0
