"plot";"subplot";"Group";"Plant";"indv";"seeds";"fruits";"vis"
5;"A5";NA;"BEMA";2;48;12;0
5;"A5";NA;"LEMA";9;522;9;0
5;"A5";NA;"PUPA";1;161;7;0
5;"A6";"Bee";"PUPA";3;90;9;2
5;"A6";"Beetle";"LEMA";6;406;7;5
5;"A6";NA;"BEMA";1;52;13;0
5;"A6";NA;"CHFU";1;32;1;0
5;"B1";NA;"BEMA";1;32;8;0
5;"B1";NA;"LEMA";1;58;1;0
5;"B2";NA;"BEMA";8;240;60;0
5;"B2";NA;"CHFU";1;32;1;0
5;"B2";NA;"LEMA";8;116;2;0
5;"B3";NA;"BEMA";4;44;11;0
5;"B3";NA;"LEMA";7;58;1;0
5;"B3";NA;"PUPA";1;115;5;0
5;"B4";"Beetle";"LEMA";12;116;2;1
5;"B4";NA;"BEMA";3;80;20;0
5;"B4";NA;"CETE";1;777;7;0
5;"B4";NA;"PUPA";1;92;4;0
5;"B5";"Beetle";"LEMA";3;58;1;3
5;"B5";"Fly";"LEMA";3;58;1;1
5;"B5";NA;"BEMA";2;56;14;0
5;"B6";"Beetle";"LEMA";3;58;1;1
5;"B6";NA;"BEMA";8;68;17;0
5;"B6";NA;"CETE";1;222;2;0
5;"B6";NA;"CHFU";1;32;1;0
5;"C1";NA;"LEMA";3;58;1;0
5;"C2";"Beetle";"LEMA";9;51;1;1
5;"C2";NA;"BEMA";6;40;10;0
5;"C3";NA;"BEMA";10;68;17;0
5;"C3";NA;"LEMA";10;58;1;0
5;"C3";NA;"PUPA";1;138;6;0
5;"C4";"Beetle";"LEMA";8;156;4;3
5;"C4";NA;"CHFU";1;192;6;0
5;"C5";"Fly";"LEMA";6;52;4;1
5;"C5";NA;"BEMA";7;20;5;0
5;"C5";NA;"CETE";1;499,5;4,5;0
5;"C5";NA;"CHFU";1;96;3;0
5;"C6";"Beetle";"LEMA";3;180;5;2
5;"C6";NA;"BEMA";6;120;30;0
5;"C6";NA;"CETE";1;388,5;3,5;0
5;"D1";"Beetle";"LEMA";8;58;1;1
5;"D1";NA;"BEMA";5;32;8;0
5;"D2";"Bee";"LEMA";7;58;1;2
5;"D2";"Beetle";"LEMA";7;58;1;4
5;"D2";NA;"BEMA";3;16;4;0
5;"D2";NA;"CETE";1;777;7;0
5;"D3";NA;"BEMA";2;44;11;0
5;"D3";NA;"LEMA";5;58;1;0
5;"D4";NA;"BEMA";8;64;16;0
5;"D4";NA;"LEMA";5;58;1;0
5;"D5";"Beetle";"LEMA";9;58;1;2
5;"D6";NA;"BEMA";8;132;33;0
5;"D6";NA;"LEMA";10;174;3;0
5;"E1";"Beetle";"LEMA";3;116;2;7
5;"E1";NA;"BEMA";5;32;8;0
5;"E2";NA;"BEMA";6;28;7;0
5;"E2";NA;"LEMA";6;58;1;0
5;"E3";NA;"BEMA";6;104;26;0
5;"E3";NA;"CETE";1;444;4;0
5;"E3";NA;"LEMA";13;58;1;0
5;"E4";NA;"BEMA";6;112;28;0
5;"E4";NA;"CETE";1;444;4;0
5;"E4";NA;"LEMA";12;58;1;0
5;"E4";NA;"PUPA";1;69;3;0
5;"E5";NA;"BEMA";1;28;7;0
5;"E5";NA;"LEMA";10;464;8;0
5;"E6";NA;"BEMA";1;48;12;0
5;"E6";NA;"LEMA";13;348;6;0
5;"F1";"Beetle";"LEMA";9;58;1;2
5;"F1";"Fly";"LEMA";9;58;1;1
5;"F1";NA;"BEMA";3;60;15;0
5;"F1";NA;"CHFU";1;32;1;0
5;"F2";"Beetle";"LEMA";17;58;1;9
5;"F2";NA;"BEMA";5;76;19;0
5;"F2";NA;"CETE";1;444;4;0
5;"F3";"Beetle";"LEMA";15;112,5;3;7
5;"F3";NA;"BEMA";6;52;13;0
5;"F4";"Beetle";"LEMA";20;58;1;7
5;"F4";NA;"BEMA";10;64;16;0
5;"F4";NA;"CETE";1;555;5;0
5;"F5";"Beetle";"LEMA";25;202,5;5;2
5;"F5";NA;"BEMA";7;12;3;0
5;"F5";NA;"CETE";1;666;6;0
5;"F6";"Beetle";"LEMA";12;85,5;3;8
5;"F6";"Fly";"LEMA";12;85,5;3;1
6;"A3";"Beetle";"LEMA";8;363,631970260223;6,26951672862454;5
6;"A3";NA;"CETE";1;666;6;0
6;"A5";"Beetle";"LEMA";2;363,631970260223;6,26951672862454;2
6;"B5";NA;"PUPA";1;437;19;0
6;"B6";"Beetle";"LEMA";3;363,631970260223;6,26951672862454;2
6;"C2";"Beetle";"LEMA";2;363,631970260223;6,26951672862454;3
6;"C3";"Beetle";"LEMA";3;363,631970260223;6,26951672862454;1
6;"C3";NA;"PUPA";1;184;8;0
6;"C6";"Bee";"LEMA";5;520,369888475836;6,26951672862454;4
6;"C6";"Bee";"PUPA";1;283,666666666667;12,3333333333333;3
6;"C6";"Beetle";"LEMA";5;520,369888475836;6,26951672862454;3
6;"D6";"Beetle";"LEMA";9;169,276951672862;6,26951672862454;2
6;"E5";"Bee";"PUPA";1;24,6666666666667;12,3333333333333;3
6;"E6";"Beetle";"LEMA";19;369,901486988848;6,26951672862454;11
6;"E6";"Fly";"LEMA";19;369,901486988848;6,26951672862454;1
6;"F3";"Bee";"PUPA";1;230;10;1
6;"F4";"Beetle";"LEMA";3;363,631970260223;6,26951672862454;1
6;"F5";"Beetle";"LEMA";10;363,631970260223;6,26951672862454;1
6;"F6";"Beetle";"LEMA";10;235,10687732342;6,26951672862454;1
7;"A1";"Beetle";"LEMA";48;116;2;1
7;"A1";NA;"BEMA";12;56;14;0
7;"A1";NA;"CHFU";4;256;8;0
7;"A1";NA;"MESU";56;21;21;0
7;"A1";NA;"PUPA";5;414;18;0
7;"A1";NA;"SCLA";8;62;2;0
7;"A1";NA;"SPRU";20;720;30;0
7;"A2";"Beetle";"LEMA";35;24;2;4
7;"A2";"Fly";"SPRU";40;936;39;1
7;"A2";NA;"BEMA";3;72;18;0
7;"A2";NA;"CETE";6;888;8;0
7;"A2";NA;"CHFU";2;96;3;0
7;"A2";NA;"PUPA";4;138;6;0
7;"A2";NA;"SCLA";5;31;1;0
7;"A3";"Beetle";"LEMA";48;135;5;2
7;"A3";NA;"BEMA";2;136;34;0
7;"A3";NA;"CHFU";1;32;1;0
7;"A3";NA;"MESU";17;14;14;0
7;"A3";NA;"SCLA";3;31;1;0
7;"A3";NA;"SOAS";1;247,5;4,5;0
7;"A3";NA;"SPRU";115;744;31;0
7;"A4";"Beetle";"LEMA";52;66;2;5
7;"A4";"Fly";"CHFU";1;0;2;1
7;"A4";NA;"BEMA";8;136;34;0
7;"A4";NA;"CETE";24;444;4;0
7;"A4";NA;"MESU";11;6;6;0
7;"A4";NA;"PUPA";4;230;10;0
7;"A4";NA;"SCLA";4;31;1;0
7;"A4";NA;"SOAS";2;275;5;0
7;"A4";NA;"SPRU";130;4656;194;0
7;"A5";"Beetle";"LEMA";50;232;4;3
7;"A5";NA;"BEMA";17;312;78;0
7;"A5";NA;"CETE";36;1110;10;0
7;"A5";NA;"CHFU";2;64;2;0
7;"A5";NA;"PUPA";15;92;4;0
7;"A5";NA;"SCLA";1;31;1;0
7;"A5";NA;"SOAS";4;55;1;0
7;"A5";NA;"SPRU";15;960;40;0
7;"A6";"Beetle";"LEMA";73;290;5;2
7;"A6";NA;"BEMA";17;128;32;0
7;"A6";NA;"CETE";19;666;6;0
7;"A6";NA;"CHFU";1;32;1;0
7;"A6";NA;"MESU";28;19;19;0
7;"A6";NA;"PUPA";10;253;11;0
7;"A6";NA;"SCLA";4;31;1;0
7;"A6";NA;"SPRU";21;768;32;0
7;"B1";"Bee";"LEMA";21;174;3;3
7;"B1";"Beetle";"LEMA";21;174;3;2
7;"B1";NA;"BEMA";5;240;60;0
7;"B1";NA;"CETE";8;666;6;0
7;"B1";NA;"CHFU";3;32;1;0
7;"B1";NA;"MESU";24;10;10;0
7;"B1";NA;"PUPA";3;276;12;0
7;"B1";NA;"SCLA";4;62;2;0
7;"B1";NA;"SOAS";2;220;4;0
7;"B1";NA;"SPRU";32;1200;50;0
7;"B2";"Bee";"LEMA";28;348;6;2
7;"B2";"Beetle";"LEMA";28;348;6;3
7;"B2";"Fly";"MESU";21;15,25;15,25;1
7;"B2";NA;"BEMA";2;268;67;0
7;"B2";NA;"CETE";1;222;2;0
7;"B2";NA;"CHFU";1;128;4;0
7;"B2";NA;"PUPA";1;138;6;0
7;"B2";NA;"SCLA";12;31;1;0
7;"B3";"Bee";"LEMA";20;290;5;10
7;"B3";"Beetle";"LEMA";20;290;5;1
7;"B3";NA;"BEMA";5;320;80;0
7;"B3";NA;"CETE";3;1776;16;0
7;"B3";NA;"PUPA";22;230;10;0
7;"B3";NA;"SCLA";3;31;1;0
7;"B3";NA;"SOAS";1;165;3;0
7;"B3";NA;"SPRU";88;960;40;0
7;"B4";"Bee";"LEMA";42;511;7;3
7;"B4";"Beetle";"LEMA";42;511;7;2
7;"B4";NA;"BEMA";12;120;30;0
7;"B4";NA;"CETE";39;1110;10;0
7;"B4";NA;"CHFU";20;32;1;0
7;"B4";NA;"MESU";14;3;3;0
7;"B4";NA;"PUPA";1;92;4;0
7;"B4";NA;"SCLA";3;31;1;0
7;"B4";NA;"SPRU";4;720;30;0
7;"B5";"Bee";"LEMA";7;39;3;10
7;"B5";"Beetle";"LEMA";7;39;3;3
7;"B5";NA;"BEMA";8;180;45;0
7;"B5";NA;"CETE";68;1776;16;0
7;"B5";NA;"CHFU";7;32;1;0
7;"B5";NA;"PUPA";5;138;6;0
7;"B5";NA;"SCLA";3;31;1;0
7;"B5";NA;"SPRU";17;1440;60;0
7;"B6";"Bee";"LEMA";12;58;1;8
7;"B6";NA;"BEMA";3;40;10;0
7;"B6";NA;"CETE";24;555;5;0
7;"B6";NA;"CHFU";26;32;1;0
7;"B6";NA;"MESU";8;9;9;0
7;"B6";NA;"PUPA";29;138;6;0
7;"B6";NA;"SCLA";2;31;1;0
7;"B6";NA;"SPRU";13;336;14;0
7;"C1";"Bee";"LEMA";28;174;3;3
7;"C1";"Beetle";"LEMA";28;174;3;2
7;"C1";"Fly";"MESU";13;6;6;1
7;"C1";NA;"BEMA";5;176;44;0
7;"C1";NA;"PUPA";3;46;2;0
7;"C1";NA;"SCLA";3;31;1;0
7;"C1";NA;"SPRU";12;168;7;0
7;"C2";"Bee";"LEMA";28;250;5;2
7;"C2";"Beetle";"LEMA";28;250;5;1
7;"C2";"Fly";"BEMA";4;224;56;2
7;"C2";NA;"CETE";1;999;9;0
7;"C2";NA;"CHFU";7;128;4;0
7;"C2";NA;"MESU";26;9;9;0
7;"C2";NA;"PUPA";2;299;13;0
7;"C2";NA;"SCLA";2;31;1;0
7;"C2";NA;"SOAS";1;55;1;0
7;"C3";"Beetle";"LEMA";24;116;2;1
7;"C3";NA;"BEMA";10;72;18;0
7;"C3";NA;"CETE";7;111;1;0
7;"C3";NA;"CHFU";1;64;2;0
7;"C3";NA;"MESU";4;40;40;0
7;"C3";NA;"PUPA";18;161;7;0
7;"C3";NA;"SOAS";2;55;1;0
7;"C3";NA;"SPRU";14;816;34;0
7;"C4";"Bee";"CETE";15;0;4;1
7;"C4";"Bee";"LEMA";36;116;2;4
7;"C4";"Beetle";"LEMA";36;116;2;3
7;"C4";"Fly";"LEMA";36;116;2;1
7;"C4";NA;"BEMA";11;160;40;0
7;"C4";NA;"CHFU";1;32;1;0
7;"C4";NA;"MESU";3;27;27;0
7;"C4";NA;"PUPA";3;92;4;0
7;"C4";NA;"SCLA";5;62;2;0
7;"C4";NA;"SOAS";1;55;1;0
7;"C5";"Beetle";"LEMA";48;49;1;1
7;"C5";NA;"BEMA";17;40;10;0
7;"C5";NA;"CETE";29;666;6;0
7;"C5";NA;"PUPA";15;92;4;0
7;"C5";NA;"SCLA";2;31;1;0
7;"C5";NA;"SPRU";12;960;40;0
7;"C6";"Beetle";"LEMA";34;192;3;8
7;"C6";NA;"BEMA";19;160;40;0
7;"C6";NA;"CETE";13;111;1;0
7;"C6";NA;"MESU";10;37;37;0
7;"C6";NA;"PUPA";25;115;5;0
7;"C6";NA;"SCLA";7;31;1;0
7;"C6";NA;"SOAS";4;220;4;0
7;"D1";"Bee";"LEMA";30;116;2;11
7;"D1";"Beetle";"LEMA";30;116;2;2
7;"D1";"Fly";"LEMA";30;116;2;1
7;"D1";NA;"BEMA";8;120;30;0
7;"D1";NA;"CETE";2;888;8;0
7;"D1";NA;"CHFU";1;160;5;0
7;"D1";NA;"MESU";10;8;8;0
7;"D1";NA;"SCLA";5;31;1;0
7;"D1";NA;"SOAS";5;275;5;0
7;"D1";NA;"SPRU";47;1776;74;0
7;"D2";NA;"BEMA";5;84;21;0
7;"D2";NA;"CETE";1;2442;22;0
7;"D2";NA;"CHFU";6;96;3;0
7;"D2";NA;"LEMA";16;116;2;0
7;"D2";NA;"MESU";14;12;12;0
7;"D2";NA;"SCLA";6;31;1;0
7;"D2";NA;"SOAS";2;275;5;0
7;"D2";NA;"SPRU";16;2232;93;0
7;"D3";NA;"BEMA";6;64;16;0
7;"D3";NA;"CETE";20;666;6;0
7;"D3";NA;"CHFU";1;32;1;0
7;"D3";NA;"LEMA";40;116;2;0
7;"D3";NA;"PUPA";6;126,5;5,5;0
7;"D3";NA;"SCLA";1;31;1;0
7;"D4";"Beetle";"LEMA";55;116;2;2
7;"D4";"Fly";"LEMA";55;116;2;1
7;"D4";NA;"BEMA";6;132;33;0
7;"D4";NA;"CETE";13;1665;15;0
7;"D4";NA;"MESU";12;13;13;0
7;"D4";NA;"PUPA";1;184;8;0
7;"D4";NA;"SCLA";45;31;1;0
7;"D4";NA;"SPRU";30;360;15;0
7;"D5";"Bee";"LEMA";72;174;3;3
7;"D5";"Beetle";"LEMA";72;174;3;2
7;"D5";NA;"BEMA";13;240;60;0
7;"D5";NA;"CETE";8;888;8;0
7;"D5";NA;"MESU";13;9;9;0
7;"D5";NA;"PUPA";1;161;7;0
7;"D5";NA;"SCLA";2;31;1;0
7;"D5";NA;"SPRU";19;1824;76;0
7;"D6";"Bee";"LEMA";40;114;3;1
7;"D6";"Beetle";"LEMA";40;114;3;4
7;"D6";"Fly";"LEMA";40;114;3;5
7;"D6";NA;"BEMA";17;60;15;0
7;"D6";NA;"CETE";9;222;2;0
7;"D6";NA;"CHFU";1;64;2;0
7;"D6";NA;"MESU";8;8;8;0
7;"D6";NA;"PUPA";5;230;10;0
7;"D6";NA;"SCLA";4;155;5;0
7;"D6";NA;"SOAS";2;220;4;0
7;"E1";"Beetle";"LEMA";6;174;3;2
7;"E1";"Fly";"CHFU";12;182;7;1
7;"E1";"Fly";"LEMA";6;174;3;2
7;"E1";NA;"BEMA";2;64;16;0
7;"E1";NA;"PUPA";1;46;2;0
7;"E1";NA;"SOAS";2;770;14;0
7;"E2";"Beetle";"LEMA";32;348;6;6
7;"E2";"Fly";"LEMA";32;348;6;1
7;"E2";NA;"BEMA";3;104;26;0
7;"E2";NA;"CETE";6;1221;11;0
7;"E2";NA;"CHFU";3;128;4;0
7;"E2";NA;"MESU";12;8;8;0
7;"E2";NA;"PUPA";4;322;14;0
7;"E2";NA;"SCLA";1;31;1;0
7;"E2";NA;"SOAS";2;550;10;0
7;"E2";NA;"SPRU";68;792;33;0
7;"E3";NA;"BEMA";4;64;16;0
7;"E3";NA;"CETE";21;2886;26;0
7;"E3";NA;"CHFU";1;64;2;0
7;"E3";NA;"LEMA";24;58;1;0
7;"E3";NA;"MESU";14;16;16;0
7;"E3";NA;"PUPA";8;184;8;0
7;"E3";NA;"SOAS";2;165;3;0
7;"E3";NA;"SPRU";14;1440;60;0
7;"E4";"Beetle";"LEMA";52;174;3;3
7;"E4";"Fly";"CHFU";2;102;6;1
7;"E4";"Fly";"LEMA";52;174;3;1
7;"E4";NA;"BEMA";8;96;24;0
7;"E4";NA;"CETE";4;1554;14;0
7;"E4";NA;"MESU";26;7;7;0
7;"E4";NA;"PUPA";9;161;7;0
7;"E4";NA;"SCLA";2;31;1;0
7;"E4";NA;"SOAS";1;110;2;0
7;"E4";NA;"SPRU";13;1032;43;0
7;"E5";"Bee";"LEMA";52;116;2;1
7;"E5";"Beetle";"LEMA";52;116;2;1
7;"E5";NA;"CETE";5;444;4;0
7;"E5";NA;"MESU";62;7;7;0
7;"E5";NA;"PUPA";1;138;6;0
7;"E5";NA;"SCLA";2;31;1;0
7;"E5";NA;"SOAS";3;55;1;0
7;"E5";NA;"SPRU";24;3840;160;0
7;"E6";"Bee";"LEMA";16;88;2;1
7;"E6";"Beetle";"LEMA";16;88;2;6
7;"E6";"Fly";"BEMA";5;160;40;2
7;"E6";"Fly";"LEMA";16;88;2;1
7;"E6";NA;"CETE";12;999;9;0
7;"E6";NA;"MESU";15;14;14;0
7;"E6";NA;"PUPA";8;276;12;0
7;"E6";NA;"SCLA";8;93;3;0
7;"E6";NA;"SPRU";24;2736;114;0
7;"F1";"Bee";"SPRU";60;1150;25;1
7;"F1";"Beetle";"LEMA";9;232;4;1
7;"F1";NA;"BEMA";1;36;9;0
7;"F1";NA;"CETE";1;999;9;0
7;"F1";NA;"CHFU";2;128;4;0
7;"F1";NA;"MESU";22;24;24;0
7;"F1";NA;"PUPA";1;138;6;0
7;"F1";NA;"SCLA";4;62;2;0
7;"F1";NA;"SOAS";3;275;5;0
7;"F2";"Bee";"LEMA";14;58;1;2
7;"F2";"Beetle";"LEMA";14;58;1;1
7;"F2";"Fly";"CHFU";7;90;2;2
7;"F2";NA;"BEMA";1;44;11;0
7;"F2";NA;"MESU";16;26;26;0
7;"F2";NA;"PUPA";1;115;5;0
7;"F2";NA;"SCLA";5;31;1;0
7;"F2";NA;"SOAS";3;110;2;0
7;"F2";NA;"SPRU";80;1080;45;0
7;"F3";"Bee";"LEMA";25;116;2;2
7;"F3";"Beetle";"LEMA";25;116;2;3
7;"F3";NA;"BEMA";6;64;16;0
7;"F3";NA;"CETE";3;9546;86;0
7;"F3";NA;"CHFU";2;64;2;0
7;"F3";NA;"MESU";27;12,5;12,5;0
7;"F3";NA;"PUPA";1;103,5;4,5;0
7;"F3";NA;"SCLA";1;31;1;0
7;"F3";NA;"SOAS";1;110;2;0
7;"F3";NA;"SPRU";40;672;28;0
7;"F4";"Bee";"LEMA";45;120;2;2
7;"F4";"Beetle";"LEMA";45;120;2;3
7;"F4";"Fly";"LEMA";45;120;2;1
7;"F4";NA;"BEMA";8;108;27;0
7;"F4";NA;"CETE";7;555;5;0
7;"F4";NA;"CHFU";1;32;1;0
7;"F4";NA;"MESU";24;16;16;0
7;"F4";NA;"PUPA";9;368;16;0
7;"F4";NA;"SCLA";1;31;1;0
7;"F4";NA;"SPRU";50;2400;100;0
7;"F5";"Beetle";"LEMA";45;140;5;6
7;"F5";NA;"BEMA";5;48;12;0
7;"F5";NA;"CETE";3;721,5;6,5;0
7;"F5";NA;"MESU";34;27;27;0
7;"F5";NA;"PUPA";5;195,5;8,5;0
7;"F5";NA;"SPRU";6;1440;60;0
7;"F6";NA;"BEMA";6;100;25;0
7;"F6";NA;"CETE";2;499,5;4,5;0
7;"F6";NA;"LEMA";38;406;7;0
7;"F6";NA;"MESU";18;18,5;18,5;0
7;"F6";NA;"PUPA";1;218,5;9,5;0
7;"F6";NA;"SCLA";7;155;5;0
7;"F6";NA;"SOAS";3;220;4;0
7;"F6";NA;"SPRU";30;1440;60;0
8;"A1";"Beetle";"LEMA";16;80;5;1
8;"A1";"Fly";"CHFU";62;320;10;2
8;"A1";NA;"BEMA";4;192;48;0
8;"A1";NA;"CETE";3;666;6;0
8;"A1";NA;"MESU";6;10;10;0
8;"A1";NA;"PUPA";1;115;5;0
8;"A1";NA;"SOAS";5;330;6;0
8;"A1";NA;"SPRU";84;1104;46;0
8;"A2";"Bee";"CHFU";9;300;10;1
8;"A2";"Fly";"CHFU";9;300;10;3
8;"A2";"Fly";"PUPA";19;480;8;1
8;"A2";NA;"BEMA";9;44;11;0
8;"A2";NA;"CETE";2;666;6;0
8;"A2";NA;"LEMA";18;406;7;0
8;"A2";NA;"MESU";12;14;14;0
8;"A2";NA;"SPRU";14;2304;96;0
8;"A3";"Fly";"CHFU";4;164;4;4
8;"A3";NA;"BEMA";4;64;16;0
8;"A3";NA;"CETE";16;1332;12;0
8;"A3";NA;"LEMA";20;290;5;0
8;"A3";NA;"MESU";12;27;27;0
8;"A3";NA;"PUPA";16;184;8;0
8;"A3";NA;"SCLA";6;31;1;0
8;"A3";NA;"SOAS";4;55;1;0
8;"A3";NA;"SPRU";10;1992;83;0
8;"A4";"Fly";"CHFU";16;120;4;4
8;"A4";NA;"BEMA";7;48;12;0
8;"A4";NA;"CETE";17;1332;12;0
8;"A4";NA;"LEMA";27;464;8;0
8;"A4";NA;"PUPA";26;184;8;0
8;"A4";NA;"SCLA";1;31;1;0
8;"A4";NA;"SOAS";6;275;5;0
8;"A5";"Bee";"SCLA";1;49,9444444444444;1,61111111111111;1
8;"A5";"Beetle";"LEMA";16;116;2;2
8;"A5";"Fly";"CHFU";29;62;2;3
8;"A5";NA;"BEMA";11;60;15;0
8;"A5";NA;"CETE";27;1221;11;0
8;"A5";NA;"MESU";5;22;22;0
8;"A5";NA;"PUPA";46;184;8;0
8;"A5";NA;"SOAS";7;110;2;0
8;"A5";NA;"SPRU";1;576;24;0
8;"A6";"Beetle";"LEMA";12;58;1;1
8;"A6";"Beetle";"SCLA";1;49,9444444444444;1,61111111111111;1
8;"A6";"Fly";"CHFU";21;39;3;4
8;"A6";NA;"BEMA";10;40;10;0
8;"A6";NA;"CETE";3;888;8;0
8;"A6";NA;"MESU";12;25;25;0
8;"A6";NA;"PUPA";18;276;12;0
8;"A6";NA;"SOAS";4;110;2;0
8;"A6";NA;"SPRU";7;1008;42;0
8;"B1";"Fly";"CHFU";19;36;1;2
8;"B1";NA;"BEMA";12;48;12;0
8;"B1";NA;"CETE";4;1554;14;0
8;"B1";NA;"LEMA";25;116;2;0
8;"B1";NA;"MESU";12;26;26;0
8;"B1";NA;"PUPA";6;115;5;0
8;"B1";NA;"SCLA";1;31;1;0
8;"B1";NA;"SPRU";70;2880;120;0
8;"B2";"Beetle";"LEMA";40;290;5;5
8;"B2";"Fly";"CHFU";12;395;5;1
8;"B2";"Fly";"PUPA";12;476;14;5
8;"B2";NA;"BEMA";13;36;9;0
8;"B2";NA;"CETE";5;888;8;0
8;"B2";NA;"MESU";6;73;73;0
8;"B2";NA;"SOAS";10;220;4;0
8;"B2";NA;"SPRU";14;2304;96;0
8;"B3";"Beetle";"LEMA";72;192;4;2
8;"B3";NA;"BEMA";8;44;11;0
8;"B3";NA;"CHFU";4;32;1;0
8;"B3";NA;"SCLA";4;155;5;0
8;"B3";NA;"SOAS";5;275;5;0
8;"B3";NA;"SPRU";1;768;32;0
8;"B4";"Bee";"MESU";12;34;34;1
8;"B4";"Bee";"PUPA";19;4;4;1
8;"B4";"Beetle";"LEMA";31;232;4;4
8;"B4";"Fly";"CHFU";13;60;3;1
8;"B4";NA;"BEMA";9;60;15;0
8;"B4";NA;"CETE";17;333;3;0
8;"B4";NA;"SCLA";4;31;1;0
8;"B4";NA;"SOAS";5;110;2;0
8;"B5";"Bee";"PUPA";8;462;7;1
8;"B5";"Beetle";"LEMA";7;116;2;3
8;"B5";"Beetle";"PUPA";8;462;7;1
8;"B5";"Fly";"CHFU";8;16;1;1
8;"B5";NA;"BEMA";7;48;12;0
8;"B5";NA;"CETE";19;444;4;0
8;"B5";NA;"MESU";8;47;47;0
8;"B5";NA;"SOAS";4;275;5;0
8;"B6";"Beetle";"LEMA";1;132;4;8
8;"B6";"Fly";"CHFU";1;0;4;1
8;"B6";"Fly";"PUPA";13;644;7;1
8;"B6";NA;"BEMA";1;28;7;0
8;"B6";NA;"CETE";6;888;8;0
8;"B6";NA;"SOAS";1;55;1;0
8;"B6";NA;"SPRU";1;336;14;0
8;"C1";"Beetle";"LEMA";22;171;6;3
8;"C1";"Beetle";"SCLA";17;93;3;1
8;"C1";"Fly";"CHFU";19;84;2;4
8;"C1";"Fly";"MESU";18;21;21;1
8;"C1";NA;"BEMA";10;188;47;0
8;"C1";NA;"CETE";13;1110;10;0
8;"C1";NA;"PUPA";15;345;15;0
8;"C1";NA;"SOAS";8;165;3;0
8;"C1";NA;"SPRU";82;3000;125;0
8;"C2";"Beetle";"LEMA";31;232;4;1
8;"C2";"Fly";"CHFU";18;228;6;5
8;"C2";NA;"MESU";7;30;30;0
8;"C2";NA;"PUPA";7;149,5;6,5;0
8;"C2";NA;"SCLA";3;31;1;0
8;"C2";NA;"SOAS";16;110;2;0
8;"C2";NA;"SPRU";25;864;36;0
8;"C3";"Beetle";"LEMA";24;174;3;1
8;"C3";"Fly";"CHFU";4;30;4;3
8;"C3";NA;"BEMA";9;12;3;0
8;"C3";NA;"CETE";7;888;8;0
8;"C3";NA;"PUPA";15;69;3;0
8;"C3";NA;"SCLA";5;62;2;0
8;"C3";NA;"SOAS";14;55;1;0
8;"C4";"Bee";"LEMA";42;58;1;2
8;"C4";"Beetle";"CHFU";3;13;1;1
8;"C4";"Beetle";"LEMA";42;58;1;4
8;"C4";"Fly";"CHFU";3;13;1;1
8;"C4";NA;"BEMA";8;32;8;0
8;"C5";"Beetle";"LEMA";14;116;2;3
8;"C5";"Fly";"CHFU";11;60;4;3
8;"C5";NA;"BEMA";19;28;7;0
8;"C5";NA;"CETE";28;1776;16;0
8;"C5";NA;"MESU";8;11;11;0
8;"C5";NA;"PUPA";51;149,5;6,5;0
8;"C5";NA;"SCLA";1;31;1;0
8;"C5";NA;"SPRU";7;1992;83;0
8;"C6";"Bee";"SCLA";1;31;1;1
8;"C6";"Beetle";"CHFU";40;62;2;3
8;"C6";"Beetle";"LEMA";27;348;6;1
8;"C6";"Beetle";"SCLA";1;31;1;1
8;"C6";"Fly";"CHFU";40;62;2;5
8;"C6";NA;"BEMA";12;96;24;0
8;"C6";NA;"CETE";34;3996;36;0
8;"C6";NA;"MESU";2;22;22;0
8;"C6";NA;"PUPA";46;253;11;0
8;"C6";NA;"SOAS";11;110;2;0
8;"C6";NA;"SPRU";5;1824;76;0
8;"D1";"Beetle";"LEMA";45;290;5;9
8;"D1";"Fly";"CHFU";6;82;2;3
8;"D1";"Fly";"LEMA";45;290;5;2
8;"D1";NA;"BEMA";8;56;14;0
8;"D1";NA;"CETE";6;1110;10;0
8;"D1";NA;"MESU";9;22;22;0
8;"D1";NA;"PUPA";3;184;8;0
8;"D1";NA;"SOAS";2;165;3;0
8;"D1";NA;"SPRU";108;2760;115;0
8;"D2";"Bee";"PUPA";16;96;4;1
8;"D2";"Beetle";"LEMA";38;232;4;1
8;"D2";"Fly";"CHFU";27;126;6;1
8;"D2";"Fly";"LEMA";38;232;4;1
8;"D2";NA;"BEMA";15;44;11;0
8;"D2";NA;"CETE";7;777;7;0
8;"D2";NA;"MESU";16;15;15;0
8;"D2";NA;"SCLA";3;31;1;0
8;"D2";NA;"SOAS";4;110;2;0
8;"D3";"Fly";"CHFU";5;10;1;1
8;"D3";NA;"BEMA";7;20;5;0
8;"D3";NA;"CETE";44;888;8;0
8;"D3";NA;"LEMA";24;174;3;0
8;"D3";NA;"MESU";8;12;12;0
8;"D3";NA;"PUPA";58;92;4;0
8;"D3";NA;"SOAS";7;110;2;0
8;"D4";"Beetle";"LEMA";21;406;7;2
8;"D4";"Butterfly";"PUPA";22;413,777777777778;7,25925925925926;2
8;"D4";"Fly";"CHFU";12;9;1;1
8;"D4";NA;"BEMA";3;36;9;0
8;"D4";NA;"SCLA";2;62;2;0
8;"D4";NA;"SOAS";1;220;4;0
8;"D5";"Bee";"LEMA";25;290;5;2
8;"D5";"Beetle";"LEMA";25;290;5;1
8;"D5";"Beetle";"PUPA";42;27;9;1
8;"D5";"Fly";"CHFU";14;112,5;5;1
